,0
7795,0
7796,1
7797,1
7798,0
7799,1
7800,1
7801,1
7802,0
7803,1
7804,0
7805,0
7806,0
7807,1
7808,1
7809,0
7810,0
7811,0
7812,1
7813,0
7814,0
7815,1
7816,1
7817,1
7818,1
7819,0
7820,1
7821,1
7822,0
7823,0
7824,1
7825,1
7826,1
7827,1
7828,1
7829,1
7830,1
7831,1
7832,1
7833,1
7834,1
7835,1
7836,0
7837,1
7838,0
7839,1
7840,0
7841,0
7842,0
7843,0
7844,1
7845,0
7846,0
7847,1
7848,1
7849,0
7850,1
7851,1
7852,1
7853,1
7854,0
7855,0
7856,0
7857,1
7858,0
7859,0
7860,0
7861,0
7862,0
7863,0
7864,1
7865,0
7866,1
7867,1
7868,0
7869,1
7870,1
7871,1
7872,1
7873,0
7874,1
7875,1
7876,1
7877,1
7878,0
7879,1
7880,0
7881,1
7882,1
7883,1
7884,0
7885,0
7886,0
7887,0
7888,1
7889,1
7890,1
7891,1
7892,1
7893,1
7894,1
7895,0
7896,0
7897,0
7898,0
7899,1
7900,0
7901,0
7902,0
7903,1
7904,0
7905,1
7906,0
7907,1
7908,0
7909,1
7910,1
7911,1
7912,1
7913,1
7914,0
7915,1
7916,0
7917,1
7918,1
7919,1
7920,1
7921,1
7922,1
7923,0
7924,0
7925,1
7926,1
7927,1
7928,0
7929,0
7930,1
7931,0
7932,1
7933,1
7934,0
7935,1
7936,0
7937,0
7938,1
7939,0
7940,1
7941,1
7942,1
7943,1
7944,1
7945,0
7946,0
7947,1
7948,1
7949,0
7950,0
7951,0
7952,1
7953,1
7954,1
7955,0
7956,1
7957,0
7958,0
7959,0
7960,0
7961,1
7962,0
7963,0
7964,0
7965,1
7966,0
7967,0
7968,1
7969,0
7970,1
7971,0
7972,1
7973,1
7974,1
7975,0
7976,1
7977,0
7978,0
7979,0
7980,1
7981,0
7982,0
7983,1
7984,1
7985,1
7986,1
7987,1
7988,1
7989,0
7990,0
7991,0
7992,1
7993,0
7994,0
7995,1
7996,0
7997,1
7998,1
7999,0
8000,1
8001,1
8002,1
8003,1
8004,1
8005,1
8006,1
8007,0
8008,0
8009,0
8010,1
8011,1
8012,0
8013,1
8014,1
8015,1
8016,1
8017,1
8018,1
8019,1
8020,1
8021,0
8022,1
8023,1
8024,1
8025,1
8026,1
8027,1
8028,0
8029,0
8030,1
8031,1
8032,0
8033,1
8034,1
8035,0
8036,1
8037,0
8038,1
8039,0
8040,1
8041,1
8042,0
8043,1
8044,0
8045,1
8046,0
8047,1
8048,1
8049,0
8050,0
8051,0
8052,1
8053,0
8054,0
8055,1
8056,0
8057,1
8058,1
8059,0
8060,1
8061,0
8062,0
8063,1
8064,1
8065,1
8066,0
8067,0
8068,0
8069,0
8070,0
8071,1
8072,1
8073,1
8074,0
8075,0
8076,1
8077,0
8078,0
8079,1
8080,0
8081,1
8082,0
8083,0
8084,0
8085,1
8086,1
8087,1
8088,1
8089,1
8090,1
8091,1
8092,1
8093,0
8094,0
8095,0
8096,1
8097,0
8098,1
8099,1
8100,1
8101,1
8102,1
8103,0
8104,0
8105,1
8106,1
8107,0
8108,1
8109,1
8110,1
8111,0
8112,1
8113,1
8114,1
8115,1
8116,1
8117,0
8118,1
8119,1
8120,0
8121,0
8122,1
8123,0
8124,1
8125,1
8126,0
8127,1
8128,0
8129,0
8130,1
8131,0
8132,1
8133,0
8134,0
8135,0
8136,0
8137,0
8138,1
8139,1
8140,0
8141,1
8142,0
8143,1
8144,0
8145,0
8146,0
8147,1
8148,1
8149,1
8150,1
8151,0
8152,1
8153,0
8154,1
8155,1
8156,1
8157,0
8158,1
8159,1
8160,0
8161,1
8162,0
8163,0
8164,0
8165,0
8166,1
8167,1
8168,1
8169,0
8170,0
8171,1
8172,1
8173,0
8174,1
8175,1
8176,0
8177,0
8178,0
8179,1
8180,0
8181,1
8182,1
8183,0
8184,0
8185,0
8186,0
8187,1
8188,1
8189,1
8190,1
8191,0
8192,0
8193,0
8194,0
8195,1
8196,0
8197,0
8198,0
8199,1
8200,0
8201,1
8202,1
8203,1
8204,0
8205,1
8206,0
8207,1
8208,1
8209,0
8210,0
8211,0
8212,1
8213,0
8214,1
8215,0
8216,1
8217,1
8218,0
8219,1
8220,1
8221,0
8222,1
8223,1
8224,0
8225,1
8226,0
8227,1
8228,1
8229,0
8230,0
8231,1
8232,0
8233,1
8234,0
8235,0
8236,0
8237,0
8238,1
8239,0
8240,0
8241,0
8242,0
8243,0
8244,1
8245,0
8246,1
8247,0
8248,0
8249,1
8250,0
8251,1
8252,0
8253,1
8254,1
8255,0
8256,0
8257,0
8258,1
8259,1
8260,0
8261,1
8262,0
8263,1
8264,1
8265,1
8266,0
8267,1
8268,1
8269,0
8270,0
8271,1
8272,0
8273,0
8274,1
8275,1
8276,1
8277,1
8278,1
8279,0
8280,1
8281,1
8282,1
8283,1
8284,0
8285,0
8286,1
8287,1
8288,0
8289,0
8290,1
8291,1
8292,1
8293,1
8294,0
8295,0
8296,0
8297,0
8298,1
8299,0
8300,1
8301,1
8302,0
8303,1
8304,1
8305,0
8306,1
8307,0
8308,0
8309,0
8310,0
8311,1
8312,1
8313,1
8314,0
8315,0
8316,0
8317,0
8318,0
8319,1
8320,1
8321,1
8322,0
8323,1
8324,1
8325,1
8326,1
8327,1
8328,1
8329,1
8330,1
8331,0
8332,0
8333,1
8334,0
8335,1
8336,1
8337,1
8338,1
8339,1
8340,1
8341,1
8342,1
8343,0
8344,0
8345,1
8346,1
8347,0
8348,1
8349,0
8350,1
8351,0
8352,1
8353,0
8354,1
8355,1
8356,0
8357,0
8358,1
8359,0
8360,1
8361,1
8362,0
8363,0
8364,1
8365,0
8366,1
8367,1
8368,0
8369,1
8370,1
8371,0
8372,1
8373,1
8374,0
8375,0
8376,0
8377,0
8378,1
8379,1
8380,1
8381,1
8382,1
8383,0
8384,0
8385,1
8386,1
8387,1
8388,1
8389,1
8390,1
8391,1
8392,1
8393,1
8394,1
8395,0
8396,1
8397,0
8398,1
8399,0
8400,0
8401,1
8402,0
8403,1
8404,0
8405,0
8406,1
8407,1
8408,1
8409,1
8410,0
8411,1
8412,0
8413,0
8414,1
8415,1
8416,0
8417,1
8418,0
8419,0
8420,1
8421,0
8422,1
8423,1
8424,1
8425,1
8426,0
8427,1
8428,0
8429,0
8430,1
8431,1
8432,1
8433,0
8434,0
8435,0
8436,0
8437,0
8438,1
8439,0
8440,1
8441,0
8442,0
8443,1
8444,1
8445,1
8446,0
8447,1
8448,1
8449,1
8450,0
8451,0
8452,1
8453,0
8454,1
8455,0
8456,0
8457,1
8458,0
8459,0
8460,1
8461,1
8462,0
8463,1
8464,1
8465,0
8466,0
8467,0
8468,1
8469,0
8470,0
8471,0
8472,0
8473,0
8474,0
8475,1
8476,1
8477,1
8478,1
8479,1
8480,0
8481,0
8482,0
8483,1
8484,1
8485,1
8486,1
8487,0
8488,1
8489,0
8490,1
8491,0
8492,1
8493,0
8494,0
8495,1
8496,0
8497,1
8498,1
8499,1
8500,0
8501,1
8502,0
8503,0
8504,1
8505,0
8506,0
8507,0
8508,1
8509,0
8510,1
8511,1
8512,1
8513,1
8514,0
8515,1
8516,1
8517,1
8518,0
8519,0
8520,0
8521,1
8522,0
8523,1
8524,0
8525,1
8526,0
8527,0
8528,0
8529,1
8530,1
8531,0
8532,1
8533,1
8534,1
8535,1
8536,1
8537,0
8538,0
8539,0
8540,1
8541,1
8542,1
8543,1
8544,0
8545,0
8546,1
8547,0
8548,0
8549,1
8550,0
8551,1
8552,0
8553,1
8554,0
8555,0
8556,0
8557,1
8558,0
8559,0
8560,1
8561,1
8562,0
8563,1
8564,1
8565,1
8566,1
8567,1
8568,1
8569,1
8570,1
8571,1
8572,1
8573,1
8574,1
8575,0
8576,1
8577,0
8578,1
8579,1
8580,1
8581,1
8582,1
8583,0
8584,1
8585,1
8586,1
8587,0
8588,1
8589,1
8590,0
8591,0
8592,0
8593,0
8594,0
8595,1
8596,1
8597,0
8598,0
8599,1
8600,0
8601,1
8602,0
8603,1
8604,0
8605,1
8606,1
8607,1
8608,1
8609,1
8610,1
8611,0
8612,1
8613,1
8614,1
8615,1
8616,0
8617,0
8618,0
8619,0
8620,1
8621,0
8622,0
8623,1
8624,0
8625,0
8626,1
8627,0
8628,0
8629,1
8630,0
8631,1
8632,0
8633,1
8634,1
8635,0
8636,1
8637,1
8638,0
8639,1
8640,0
8641,1
8642,1
8643,1
8644,0
8645,1
8646,0
8647,0
8648,0
8649,0
8650,1
8651,0
8652,1
8653,1
8654,0
8655,0
8656,0
8657,0
8658,0
8659,0
8660,1
8661,0
8662,0
8663,1
8664,1
8665,0
8666,1
8667,1
8668,0
8669,0
8670,1
8671,0
8672,1
8673,1
8674,1
8675,1
8676,1
8677,0
8678,1
8679,1
8680,1
8681,0
8682,1
8683,1
8684,1
8685,0
8686,0
8687,1
8688,1
8689,0
8690,1
8691,1
8692,1
8693,1
8694,1
8695,1
8696,1
8697,0
8698,1
8699,1
8700,0
8701,0
8702,0
8703,1
8704,0
8705,1
8706,1
8707,0
8708,1
8709,1
8710,1
8711,1
8712,1
8713,0
8714,1
8715,0
8716,0
8717,0
8718,1
8719,1
8720,1
8721,1
8722,0
8723,0
8724,1
8725,1
8726,0
8727,1
8728,0
8729,0
8730,1
8731,0
8732,1
8733,1
8734,0
8735,1
8736,1
8737,1
8738,0
8739,1
8740,1
8741,1
8742,0
8743,1
8744,0
8745,0
8746,1
8747,1
8748,1
8749,0
8750,0
8751,0
8752,1
8753,1
8754,1
8755,1
8756,1
8757,1
8758,1
8759,0
8760,1
8761,1
8762,1
8763,1
8764,0
8765,1
8766,1
8767,1
8768,0
8769,1
8770,1
8771,0
8772,1
8773,1
8774,0
8775,0
8776,1
8777,1
8778,1
8779,1
8780,0
8781,1
8782,1
8783,1
8784,0
8785,1
8786,1
8787,0
8788,1
8789,0
8790,1
8791,1
8792,0
8793,0
8794,1
8795,0
8796,1
8797,0
8798,0
8799,1
8800,0
8801,1
8802,0
8803,0
8804,0
8805,0
8806,1
8807,0
8808,0
8809,0
8810,1
8811,1
8812,1
8813,0
8814,1
8815,0
8816,1
8817,0
8818,0
8819,0
8820,1
8821,1
8822,1
8823,1
8824,1
8825,1
8826,0
8827,0
8828,1
8829,1
8830,1
8831,0
8832,0
8833,1
8834,1
8835,1
8836,1
8837,0
8838,0
8839,0
8840,0
8841,0
8842,0
8843,0
8844,1
8845,1
8846,0
8847,0
8848,1
8849,0
8850,1
8851,0
8852,0
8853,1
8854,0
8855,1
8856,0
8857,1
8858,1
8859,1
8860,0
8861,1
8862,1
8863,0
8864,1
8865,0
8866,0
8867,1
8868,1
8869,1
8870,0
8871,0
8872,0
8873,0
8874,0
8875,1
8876,0
8877,1
8878,0
8879,0
8880,1
8881,1
8882,1
8883,1
8884,0
8885,1
8886,1
8887,1
8888,1
8889,1
8890,0
8891,1
8892,1
8893,1
8894,0
8895,1
8896,0
8897,0
8898,0
8899,1
8900,1
8901,1
8902,0
8903,0
8904,0
8905,1
8906,0
8907,1
8908,0
8909,0
8910,1
8911,1
8912,1
8913,0
8914,0
8915,1
8916,1
8917,1
8918,0
8919,1
8920,0
8921,1
8922,0
8923,0
8924,0
8925,1
8926,0
8927,0
8928,1
8929,1
8930,0
8931,1
8932,1
8933,1
8934,0
8935,1
8936,0
8937,0
8938,0
8939,1
8940,0
8941,0
8942,0
8943,1
8944,1
8945,0
8946,1
8947,1
8948,0
8949,0
8950,0
8951,1
8952,0
8953,0
8954,1
8955,0
8956,0
8957,1
8958,0
8959,0
8960,1
8961,1
8962,1
8963,1
8964,1
8965,0
8966,1
8967,0
8968,0
8969,0
8970,1
8971,0
8972,1
8973,0
8974,0
8975,0
8976,0
8977,1
8978,0
8979,1
8980,1
8981,0
8982,1
8983,0
8984,1
8985,1
8986,1
8987,0
8988,1
8989,1
8990,1
8991,1
8992,1
8993,1
8994,1
8995,1
8996,0
8997,0
8998,1
8999,0
9000,0
9001,0
9002,0
9003,0
9004,1
9005,1
9006,0
9007,1
9008,0
9009,0
9010,1
9011,1
9012,0
9013,0
9014,1
9015,1
9016,1
9017,0
9018,0
9019,1
9020,0
9021,1
9022,0
9023,1
9024,1
9025,1
9026,1
9027,1
9028,1
9029,1
9030,1
9031,1
9032,1
9033,0
9034,1
9035,0
9036,1
9037,1
9038,1
9039,1
9040,1
9041,0
9042,0
9043,0
9044,0
9045,0
9046,0
9047,1
9048,0
9049,1
9050,0
9051,0
9052,0
9053,1
9054,1
9055,0
9056,1
9057,1
9058,1
9059,0
9060,1
9061,1
9062,0
9063,0
9064,0
9065,0
9066,0
9067,0
9068,0
9069,0
9070,1
9071,0
9072,1
9073,0
9074,0
9075,1
9076,0
9077,1
9078,0
9079,0
9080,1
9081,0
9082,1
9083,1
9084,1
9085,1
9086,1
9087,1
9088,1
9089,0
9090,1
9091,0
9092,0
9093,0
9094,1
9095,1
9096,0
9097,1
9098,1
9099,1
9100,1
9101,1
9102,1
9103,1
9104,1
9105,1
9106,1
9107,1
9108,1
9109,1
9110,1
9111,1
9112,1
9113,1
9114,1
9115,0
9116,1
9117,1
9118,0
9119,1
9120,1
9121,1
9122,1
9123,1
9124,0
9125,1
9126,1
9127,0
9128,0
9129,0
9130,1
9131,0
9132,0
9133,1
9134,0
9135,0
9136,1
9137,1
9138,1
9139,1
9140,1
9141,1
9142,1
9143,0
9144,0
9145,0
9146,0
9147,0
9148,1
9149,0
9150,1
9151,0
9152,1
9153,0
9154,1
9155,1
9156,1
9157,1
9158,0
9159,1
9160,0
9161,0
9162,0
9163,0
9164,1
9165,1
9166,0
9167,0
9168,0
9169,1
9170,1
9171,1
9172,0
9173,1
9174,1
9175,1
9176,1
9177,1
9178,1
9179,0
9180,0
9181,1
9182,0
9183,0
9184,0
9185,1
9186,1
9187,0
9188,0
9189,0
9190,1
9191,1
9192,0
9193,0
9194,0
9195,1
9196,1
9197,0
9198,1
9199,1
9200,1
9201,1
9202,1
9203,1
9204,1
9205,0
9206,0
9207,0
9208,1
9209,1
9210,0
9211,1
9212,0
9213,1
9214,0
9215,1
9216,0
9217,0
9218,1
9219,0
9220,1
9221,1
9222,1
9223,0
9224,1
9225,1
9226,1
9227,0
9228,1
9229,0
9230,1
9231,1
9232,1
9233,0
9234,0
9235,1
9236,1
9237,1
9238,1
9239,1
9240,1
9241,0
9242,0
9243,0
9244,0
9245,0
9246,1
9247,1
9248,0
9249,1
9250,1
9251,1
9252,0
9253,0
9254,1
9255,1
9256,1
9257,1
9258,1
9259,1
9260,1
9261,0
9262,0
9263,1
9264,0
9265,0
9266,1
9267,0
9268,0
9269,1
9270,1
9271,1
9272,1
9273,0
9274,1
9275,0
9276,1
9277,1
9278,1
9279,0
9280,1
9281,0
9282,0
9283,0
9284,0
9285,1
9286,0
9287,1
9288,1
9289,0
9290,0
9291,1
9292,1
9293,0
9294,1
9295,0
9296,1
9297,0
9298,1
9299,1
9300,1
9301,0
9302,0
9303,1
9304,1
9305,1
9306,1
9307,1
9308,1
9309,1
9310,0
9311,0
9312,1
9313,1
9314,1
9315,1
9316,0
9317,0
9318,0
9319,1
9320,1
9321,1
9322,0
9323,1
9324,1
9325,1
9326,1
9327,1
9328,1
9329,0
9330,0
9331,0
9332,1
9333,1
9334,0
9335,1
9336,0
9337,1
9338,1
9339,1
9340,1
9341,1
9342,0
9343,1
9344,1
9345,0
9346,1
9347,0
9348,1
9349,0
9350,0
9351,0
9352,0
9353,1
9354,0
9355,0
9356,1
9357,1
9358,0
9359,1
9360,1
9361,1
9362,1
9363,1
9364,1
9365,1
9366,1
9367,1
9368,0
9369,1
9370,0
9371,0
9372,0
9373,1
9374,0
9375,1
9376,0
9377,0
9378,0
9379,1
9380,0
9381,0
9382,1
9383,0
9384,0
9385,1
9386,0
9387,1
9388,1
9389,0
9390,0
9391,1
9392,0
9393,0
9394,0
9395,1
9396,1
9397,1
9398,0
9399,1
9400,1
9401,0
9402,1
9403,0
9404,1
9405,0
9406,0
9407,0
9408,0
9409,1
9410,0
9411,1
9412,1
9413,0
9414,0
9415,1
9416,0
9417,0
9418,0
9419,1
9420,1
9421,1
9422,1
9423,1
9424,0
9425,0
9426,0
9427,0
9428,0
9429,0
9430,1
9431,0
9432,1
9433,1
9434,0
9435,1
9436,0
9437,1
9438,0
9439,0
9440,0
9441,0
9442,0
9443,1
9444,0
9445,0
9446,1
9447,1
9448,0
9449,0
9450,1
9451,0
9452,1
9453,1
9454,0
9455,0
9456,1
9457,1
9458,1
9459,0
9460,1
9461,0
9462,1
9463,1
9464,1
9465,1
9466,0
9467,0
9468,1
9469,1
9470,0
9471,0
9472,0
9473,1
9474,1
9475,0
9476,0
9477,1
9478,1
9479,0
9480,1
9481,1
9482,0
9483,0
9484,0
9485,1
9486,1
9487,0
9488,0
9489,1
9490,1
9491,0
9492,1
9493,1
9494,0
9495,1
9496,1
9497,1
9498,1
9499,1
9500,1
9501,0
9502,1
9503,1
9504,1
9505,0
9506,0
9507,1
9508,1
9509,1
9510,0
9511,1
9512,1
9513,1
9514,1
9515,0
9516,1
9517,0
9518,0
9519,1
9520,0
9521,1
9522,1
9523,0
9524,0
9525,0
9526,1
9527,0
9528,0
9529,1
9530,0
9531,0
9532,0
9533,0
9534,0
9535,1
9536,0
9537,0
9538,0
9539,0
9540,1
9541,0
9542,0
9543,1
9544,1
9545,1
9546,1
9547,1
9548,0
9549,1
9550,0
9551,1
9552,1
9553,1
9554,1
9555,0
9556,0
9557,1
9558,0
9559,1
9560,1
9561,1
9562,0
9563,0
9564,1
9565,1
9566,1
9567,1
9568,1
9569,0
9570,1
9571,0
9572,0
9573,1
9574,0
9575,0
9576,1
9577,0
9578,0
9579,0
9580,0
9581,0
9582,1
9583,1
9584,0
9585,0
9586,0
9587,1
9588,1
9589,0
9590,1
9591,1
9592,0
9593,1
9594,1
9595,1
9596,1
9597,0
9598,0
9599,0
9600,1
9601,0
9602,0
9603,1
9604,1
9605,0
9606,1
9607,1
9608,1
9609,1
9610,1
9611,1
9612,0
9613,0
9614,0
9615,1
9616,0
9617,1
9618,1
9619,0
9620,0
9621,1
9622,0
9623,0
9624,0
9625,0
9626,0
9627,0
9628,0
9629,1
9630,1
9631,0
9632,0
9633,1
9634,0
9635,1
9636,0
9637,1
9638,1
9639,0
9640,0
9641,1
9642,1
9643,1
9644,1
9645,0
9646,1
9647,1
9648,0
9649,1
9650,1
9651,1
9652,1
9653,1
9654,0
9655,1
9656,0
9657,0
9658,0
9659,0
9660,1
9661,0
9662,1
9663,0
9664,1
9665,1
9666,1
9667,1
9668,1
9669,1
9670,1
9671,0
9672,1
9673,0
9674,0
9675,0
9676,0
9677,0
9678,0
9679,1
9680,1
9681,1
9682,1
9683,0
9684,1
9685,0
9686,1
9687,0
9688,1
9689,1
9690,0
9691,0
9692,1
9693,1
9694,0
9695,1
9696,1
9697,1
9698,0
9699,1
9700,1
9701,1
9702,0
9703,0
9704,1
9705,1
9706,1
9707,1
9708,1
9709,0
9710,0
9711,1
9712,0
9713,0
9714,1
9715,0
9716,0
9717,0
9718,0
9719,0
9720,0
9721,0
9722,1
9723,0
9724,0
9725,0
9726,1
9727,1
9728,1
9729,1
9730,1
9731,0
9732,0
9733,1
9734,0
9735,1
9736,0
9737,0
9738,1
9739,1
9740,1
9741,0
9742,0
9743,1
9744,1
9745,0
9746,1
9747,1
9748,0
9749,1
9750,0
9751,0
9752,0
9753,1
9754,1
9755,1
9756,0
9757,1
9758,0
9759,0
9760,0
9761,1
9762,1
9763,0
9764,0
9765,0
9766,1
9767,0
9768,1
9769,1
9770,1
9771,1
9772,1
9773,1
9774,0
9775,0
9776,1
9777,0
9778,0
9779,0
9780,0
9781,1
9782,1
9783,0
9784,1
9785,0
9786,1
9787,1
9788,1
9789,1
9790,0
9791,1
9792,1
9793,1
9794,1
9795,1
9796,0
9797,0
9798,0
9799,1
9800,0
9801,1
9802,0
9803,1
9804,1
9805,0
9806,0
9807,1
9808,0
9809,0
9810,1
9811,1
9812,1
9813,1
9814,1
9815,1
9816,1
9817,1
9818,0
9819,0
9820,0
9821,1
9822,0
9823,1
9824,1
9825,1
9826,1
9827,0
9828,1
9829,0
9830,0
9831,0
9832,1
9833,0
9834,1
9835,0
9836,1
9837,1
9838,1
9839,1
9840,1
9841,0
9842,0
9843,0
9844,0
9845,1
9846,1
9847,1
9848,0
9849,1
9850,1
9851,1
9852,1
9853,1
9854,1
9855,1
9856,1
9857,1
9858,1
9859,0
9860,1
9861,0
9862,1
9863,1
9864,0
9865,1
9866,1
9867,1
9868,1
9869,0
9870,0
9871,1
9872,0
9873,0
9874,0
9875,0
9876,1
9877,0
9878,0
9879,1
9880,1
9881,1
9882,1
9883,1
9884,0
9885,1
9886,1
9887,0
9888,1
9889,1
9890,0
9891,1
9892,1
9893,0
9894,1
9895,1
9896,0
9897,1
9898,1
9899,0
9900,0
9901,1
9902,1
9903,0
9904,0
9905,0
9906,1
9907,0
9908,0
9909,1
9910,1
9911,0
9912,0
9913,1
9914,1
9915,1
9916,1
9917,0
9918,1
9919,1
9920,0
9921,0
9922,1
9923,0
9924,1
9925,1
9926,1
9927,1
9928,0
9929,0
9930,1
9931,1
9932,1
9933,0
9934,1
9935,1
9936,0
9937,1
9938,1
9939,0
9940,1
9941,0
9942,0
9943,0
9944,1
9945,0
9946,1
9947,0
9948,0
9949,0
9950,0
9951,1
9952,1
9953,0
9954,1
9955,1
9956,0
9957,0
9958,0
9959,1
9960,0
9961,1
9962,1
9963,0
9964,0
9965,1
9966,0
9967,1
9968,1
9969,1
9970,1
9971,0
9972,0
9973,1
9974,1
9975,1
9976,1
9977,0
9978,0
9979,1
9980,0
9981,0
9982,0
9983,1
9984,0
9985,0
9986,0
9987,1
9988,0
9989,0
9990,1
9991,1
9992,0
9993,1
9994,0
9995,0
9996,0
9997,0
9998,0
9999,1
10000,0
10001,0
10002,0
10003,0
10004,0
10005,0
10006,1
10007,0
10008,1
10009,1
10010,0
10011,1
10012,1
10013,1
10014,1
10015,0
10016,1
10017,0
10018,0
10019,1
10020,0
10021,1
10022,0
10023,1
10024,1
10025,1
10026,1
10027,1
10028,1
10029,1
10030,1
10031,1
10032,1
10033,1
10034,1
10035,1
10036,1
10037,0
10038,1
10039,1
10040,1
10041,0
10042,1
10043,0
10044,0
10045,1
10046,1
10047,1
10048,0
10049,0
10050,0
10051,0
10052,1
10053,0
10054,0
10055,1
10056,0
10057,0
10058,0
10059,0
10060,1
10061,0
10062,1
10063,0
10064,1
10065,0
10066,0
10067,1
10068,1
10069,1
10070,0
10071,0
10072,1
10073,0
10074,1
10075,1
10076,1
10077,0
10078,0
10079,1
10080,0
10081,0
10082,0
10083,1
10084,1
10085,1
10086,1
10087,1
10088,0
10089,0
10090,1
10091,0
10092,1
10093,1
10094,0
10095,1
10096,1
10097,0
10098,0
10099,0
10100,0
10101,1
10102,1
10103,1
10104,0
10105,0
10106,1
10107,0
10108,1
10109,0
10110,1
10111,1
10112,1
10113,1
10114,1
10115,0
10116,1
10117,1
10118,1
10119,0
10120,1
10121,1
10122,1
10123,1
10124,1
10125,1
10126,1
10127,1
10128,0
10129,1
10130,1
10131,1
10132,1
10133,1
10134,0
10135,1
10136,1
10137,0
10138,1
10139,1
10140,0
10141,1
10142,1
10143,0
10144,0
10145,0
10146,1
10147,1
10148,0
10149,1
10150,0
10151,0
10152,0
10153,1
10154,1
10155,0
10156,1
10157,1
10158,1
10159,1
10160,1
10161,0
10162,1
10163,0
10164,1
10165,0
10166,1
10167,0
10168,0
10169,1
10170,1
10171,1
10172,0
10173,0
10174,1
10175,0
10176,1
10177,1
10178,1
10179,0
10180,1
10181,0
10182,0
10183,1
10184,1
10185,0
10186,0
10187,1
10188,0
10189,1
10190,1
10191,1
10192,0
10193,1
10194,1
10195,0
10196,1
10197,1
10198,1
10199,0
10200,1
10201,0
10202,0
10203,1
10204,1
10205,1
10206,0
10207,1
10208,1
10209,1
10210,1
10211,1
10212,1
10213,0
10214,1
10215,1
10216,0
10217,1
10218,1
10219,1
10220,0
10221,0
10222,0
10223,1
10224,1
10225,0
10226,0
10227,1
10228,1
10229,0
10230,1
10231,1
10232,0
10233,1
10234,1
10235,0
10236,1
10237,1
10238,1
10239,0
10240,1
10241,1
10242,0
10243,1
10244,1
10245,0
10246,1
10247,1
10248,1
10249,0
10250,0
10251,1
10252,1
10253,0
10254,1
10255,0
10256,0
10257,1
10258,1
10259,1
10260,0
10261,1
10262,1
10263,0
10264,0
10265,1
10266,0
10267,0
10268,1
10269,1
10270,1
10271,0
10272,0
10273,1
10274,1
10275,1
10276,1
10277,0
10278,0
10279,0
10280,1
10281,0
10282,1
10283,1
10284,1
10285,1
10286,0
10287,1
10288,0
10289,1
10290,0
10291,1
10292,1
10293,0
10294,1
10295,1
10296,0
10297,1
10298,1
10299,1
10300,1
10301,0
10302,1
10303,1
10304,0
10305,1
10306,0
10307,1
10308,0
10309,1
10310,1
10311,0
10312,1
10313,0
10314,0
10315,0
10316,1
10317,1
10318,1
10319,0
10320,1
10321,0
10322,1
10323,1
10324,1
10325,1
10326,0
10327,0
10328,1
10329,1
10330,1
10331,1
10332,1
10333,1
10334,0
10335,1
10336,0
10337,1
10338,0
10339,0
10340,1
10341,0
10342,0
10343,1
10344,1
10345,1
10346,1
10347,0
10348,0
10349,0
10350,1
10351,1
10352,0
10353,1
10354,0
10355,1
10356,0
10357,1
10358,0
10359,1
10360,1
10361,0
10362,1
10363,0
10364,0
10365,0
10366,1
10367,0
10368,1
10369,0
10370,1
10371,1
10372,1
10373,1
10374,0
10375,0
10376,1
10377,0
10378,0
10379,1
10380,0
10381,1
10382,1
10383,0
10384,1
10385,0
10386,1
10387,1
10388,1
10389,1
10390,0
10391,1
10392,1
10393,1
10394,1
10395,0
10396,1
10397,0
10398,0
10399,1
10400,1
10401,0
10402,1
10403,1
10404,1
10405,0
10406,0
10407,1
10408,0
10409,0
10410,1
10411,0
10412,0
10413,1
10414,0
10415,1
10416,0
10417,1
10418,0
10419,1
10420,1
10421,0
10422,0
10423,0
10424,0
10425,1
10426,0
10427,0
10428,1
10429,0
10430,0
10431,0
10432,1
10433,0
10434,1
10435,1
10436,0
10437,0
10438,0
10439,0
10440,1
10441,1
10442,1
10443,1
10444,1
10445,0
10446,0
10447,1
10448,1
10449,1
10450,1
10451,0
10452,1
10453,1
10454,1
10455,1
10456,0
10457,1
10458,1
10459,1
10460,1
10461,0
10462,1
10463,1
10464,1
10465,1
10466,0
10467,0
10468,1
10469,0
10470,0
10471,0
10472,1
10473,1
10474,1
10475,1
10476,0
10477,1
10478,1
10479,1
10480,0
10481,0
10482,1
10483,1
10484,1
10485,0
10486,1
10487,1
10488,1
10489,0
10490,0
10491,0
10492,0
10493,1
10494,0
10495,1
10496,1
10497,1
10498,1
10499,1
10500,1
10501,0
10502,1
10503,0
10504,0
10505,1
10506,0
10507,1
10508,0
10509,0
10510,0
10511,0
10512,1
10513,1
10514,0
10515,0
10516,0
10517,1
10518,1
10519,1
10520,1
10521,1
10522,0
10523,0
10524,1
10525,0
10526,1
10527,1
10528,1
10529,1
10530,1
10531,0
10532,0
10533,1
10534,1
10535,1
10536,0
10537,0
10538,1
10539,1
10540,1
10541,1
10542,0
10543,0
10544,0
10545,1
10546,1
10547,0
10548,1
10549,0
10550,0
10551,1
10552,1
10553,0
10554,1
10555,0
10556,1
10557,0
10558,0
10559,1
10560,0
10561,0
10562,0
10563,0
10564,0
10565,0
10566,1
10567,0
10568,1
10569,1
10570,1
10571,1
10572,1
10573,1
10574,1
10575,1
10576,1
10577,1
10578,0
10579,1
10580,0
10581,1
10582,0
10583,0
10584,1
10585,0
10586,0
10587,1
10588,1
10589,1
10590,1
10591,1
10592,0
10593,0
